brandname,details,sizes,mrp,sellprice,discount%,category women
biba,printed round neck straight fit womens kurti  mustard,34,1499,749,50,Indianwear
kashish,solid mandarian collar flared fit womens kurta  grey,LargeMediumSmallX-LargeX-SmallXX-Large,1699,849,50,Indianwear
stop,womens textured calf length winter wear kurta  indigo,MediumSmallX-Large,1999,999,50,Indianwear
janasya,floral round neck regular fit womens kurta  peach,LargeMediumSmallX-LargeX-SmallXX-Large,1399,559,60,Indianwear
aurelia,solid cotton flex regular fit womens casual culottes  green,LargeMediumSmallXX-Large,1049,734,30,Indianwear
kashish,womens art silk 3/4th sleeves straight fit kurta  coral,LargeMediumSmallX-LargeX-Small,1499,749,50,Indianwear
infuse,embroidered cotton womens full length palazzos  red,Large/X-LargeSmall/Medium,1499,599,60,Indianwear
infuse,fitted full length cotton lycra womens churidar  grey,LargeMediumSmallX-LargeXX-Large,499,299,40,Indianwear
yuris,floral cotton round neck womens kurta set  blue,LargeMediumSmallX-LargeXX-LargeXXX-Large,3999,1399,65,Indianwear
varanga,printed round neck cotton womens ethnic set  blue,LargeMediumSmallX-LargeX-Small,6999,2449,65,Indianwear
infuse,fitted full length cotton lycra womens leggings  green,LargeMediumSmallX-Small,499,249,50,Indianwear
infuse,embroidered cotton womens full length palazzos  navy,Large/X-LargeSmall/Medium,1699,679,60,Indianwear
juniper,womens white cotton solid cigarette pants with side pocket  white,X-LargeX-SmallXX-Large,1799,809,55,Indianwear
juniper,ethnic motifs cambric round neck aline womens tunic  indigo,SmallX-LargeXX-Large,1499,1049,30,Indianwear
haute curry,printed ankle length casual wear cowl dress  yellow,LargeMediumSmallX-LargeX-Small,1499,749,50,Indianwear
varanga,printed vneck cotton womens straight kurta  peach,Small,2999,899,70,Indianwear
varanga,printed silk round neck womens straight fit kurta  blue,Small,3599,899,75,Indianwear
aurelia,yarn dyed round neck straight womens kurta  navy,X-Small,1299,649,50,Indianwear
amukti,floral mandarin regular fit womens kurti  maroon,4X-LargeSmallXXX-Large,1299,909,30,Indianwear
yuris,floral cotton mandarin womens regular kurta  multi,MediumSmall,1499,674,55,Indianwear
varanga,womens dark teal anarkali kurta with sequence and handwork detailing on yoke and sleeves  peacock,LargeSmall,1999,799,60,Indianwear
aurelia,dyed cotton round neck womens ethnic set  purple,LargeMediumSmallX-LargeX-SmallXX-Large,1999,1399,30,Indianwear
stop,womens solid knee length casual wear straight kurta  maroon,SLX-LargeXX-Large,899,449,50,Indianwear
janasya,solid silk round neck womens salwar suit  natural,MediumSmallX-LargeX-SmallXX-LargeXXX-Large,2269,1134,50,Indianwear
ziyaa,floral polyester mandarin womens straight kurta  pink,LargeMediumSmallX-LargeXX-LargeXXX-Large,1571,706,55,Indianwear
stop,fitted full length cotton lycra womens leggings  sage,SMLX-LargeX-Small,499,349,30,Indianwear
haute curry,rayon round neck womens casual top  natural,LargeMediumSmallX-LargeX-SmallXX-Large,799,399,50,Indianwear
janasya,printed round neck crepe designer womens ethnic set  maroon,LargeMediumSmallX-LargeX-Small,2099,1154,45,Indianwear
kami kubi,geometric cotton v neck womens straight kurta  navy,LargeMediumSmallX-LargeX-SmallXX-Large,1799,989,45,Indianwear
biba,yarn dyed poly mettalic round neck womens straight fit kurta  turquoise,34,1999,1199,40,Indianwear
aurelia,printed cotton womens casual palazzo  blue,LargeMediumSmallX-Large,899,629,30,Indianwear
global desi,solid viscose round neck womens flared kurta  black,XLLargeMediumSmallX-SmallXX-Large,2499,1999,20,Indianwear
myshka,solid cotton round neck womens regular kurta  pink,LargeMediumSmallX-LargeXX-Large,4999,999,80,Indianwear
kashish,embroidered v neck straight fit womens kurta  natural,LargeMediumSmallX-LargeX-SmallXX-Large,2999,1499,50,Indianwear
kami kubi,embellished cotton mandarin womens a line kurta  red,LargeMediumSmallX-LargeX-SmallXX-Large,2499,874,65,Indianwear
global desi,solid viscose round neck women straight tops  mustard,XLLargeMediumSmallX-Small,1599,799,50,Indianwear
ziyaa,solid round neck crepe womens ethnic set  black,LargeMediumSmallX-LargeXX-LargeXXX-Large,2538,888,65,Indianwear
varanga,printed vneck cotton blend womens ethnic set  green,LargeMediumSmallX-Large,4999,1499,70,Indianwear
indya,solid cotton lycra womens ankle length palazzo  pink,LargeMediumSmallX-LargeX-Small,1400,700,50,Indianwear
juniper,womens mustard cambric floral placement printed flared palazzo with lace hem  mustard,LargeMediumSmallX-LargeX-SmallXX-Large,1799,989,45,Indianwear
juniper,printed round neck crepe womens flared dress  peacock,LargeMediumSmallX-Small,2999,1499,50,Indianwear
and,solid polyester cowl neck womens ethnic set  wine,81216,3499,1749,50,Indianwear
haute curry,yarn dyed round neck cotton womens empire waist dress  blue,Small,1299,649,50,Indianwear
indya,embroidered georgette vneck womens wrap tunic  purple,Small,3400,1700,50,Indianwear
aurelia,printed polyester womens straight kurta  pink,LargeMediumSmallX-LargeX-SmallXX-Large,999,699,30,Indianwear
stop,yarn dyed mandarin collar a line fit womens kurta  fuschia,SMLXLX-SmallXX-Large,1299,649,50,Indianwear
haute curry,printed rayon round neck womens regular top  grey,LargeMediumSmallX-Small,799,399,50,Indianwear
aurelia,round neck cotton womens below knee kurta  multi,LargeMediumSmallX-LargeX-SmallXX-Large,1599,1119,30,Indianwear
myshka,printed cotton round neck womens regular kurta  pink,LargeMediumSmallX-LargeXX-Large,1899,569,70,Indianwear
myshka,printed round neck womens kurti  red,,2999,899,70,Indianwear
myshka,solid cotton round neck womens regular kurta  pink,LargeMediumSmallX-LargeXX-Large,2999,899,70,Indianwear
myshka,printed cotton round neck womens regular kurta  green,LargeMediumSmallX-LargeXX-Large,1499,524,65,Indianwear
myshka,printed cotton v neck womens dress  multi,LargeMediumSmallX-LargeXX-Large,3999,799,80,Indianwear
juniper,embroidered cotton round neck womens a line kurta  pink,LargeMediumSmallX-Large,3699,1849,50,Indianwear
infuse,fitted full length cotton lycra womens churidar  sage,LargeMediumSmallX-LargeXX-Large,1099,329,70,Indianwear
w,jacquard viscose mandarin womens a line kurta  pink,810121618,2999,1499,50,Indianwear
stop,womens printed calf length casual wear kurta  yellow,SMX-SmallXX-Large,999,499,50,Indianwear
indya,regular fit full length georgette womens festive wear skirt  purple,LargeMedium,3400,1700,50,Indianwear
yuris,motif cotton mandarin womens regular kurta  multi,LargeMediumSmallXX-Large,1599,719,55,Indianwear
w,printed viscose round neck womens straight fit kurta  pink,6816,1899,1139,40,Indianwear
yuris,abstract cotton womens palazzos  multi,283032343638,1699,764,55,Indianwear
gas,regular fit regular length crepe womens casual skirt  multi,LargeMediumSmallX-LargeXX-Large,2499,624,75,Indianwear
janasya,cotton womens tunic  grey,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,1399,769,45,Indianwear
infuse,fitted full length cotton lycra womens churidar  fuchsia,LargeMediumSmallX-Large,499,299,40,Indianwear
juniper,printed rayon round neck womens flared dress  pink,LargeMediumSmallX-Large,2499,1749,30,Indianwear
juniper,cambric boat neck womens straight kurta palazzo & dupatta set  mustard,LargeMediumSmallXX-Large,4197,2098,50,Indianwear
juniper,womens maroon chanderi gold foil print 2 piece layered kurta with poly crepe lining  maroon,LargeMediumSmallX-LargeXX-Large,3549,1419,60,Indianwear
varanga,womens multi color phulkari printed tiered long skirt with drawstring and patch work at flared hemline  orange,LargeMediumSmallX-Large,1999,999,50,Indianwear
juniper,solid rayon womens wide leg palazzo pants  ivory,MediumSmallXX-Large,1799,719,60,Indianwear
varanga,gotta patti embellished cotton round neck womens regular fit kurta  purple,Small,3299,989,70,Indianwear
infuse,printed rayon round neck womens kurta  white,LargeMediumSmallX-LargeX-SmallXX-Large,1199,599,50,Indianwear
ziyaa,floral polyester mandarin womens straight kurta  green,LargeMediumSmallX-LargeXX-LargeXXX-Large,1303,651,50,Indianwear
ziyaa,printed round neck rayon womens ethnic set  navy,LargeMediumSmallX-LargeXX-LargeXXX-Large,3060,1224,60,Indianwear
w,printed cambric round neck womens straight kurta  yellow,681012141618,1999,1499,25,Indianwear
global desi,solid viscose collar neck womens tops  coral,XLLargeMediumSmallX-SmallXX-Large,2299,1839,20,Indianwear
biba,cotton woven womens skirt  mustard,LargeMediumSmallX-Large,3999,2399,40,Indianwear
stop,regular fit ankle length cotton lycra womens leggings  mouse,XLLargeMediumSmallX-Small,499,349,30,Indianwear
stop,embroidered mandarin collar a line fit womens kurta  orange,SMXLX-Small,1299,649,50,Indianwear
janasya,womens brown pure cotton narrow pant (btm031)  brown,LargeSmallX-SmallXX-LargeXXX-Large,1198,599,50,Indianwear
ziyaa,printed round neck polyester womens ethnic set  grey,LargeMediumSmallX-LargeXX-LargeXXX-Large,3051,1220,60,Indianwear
ziyaa,floral round neck rayon womens ethnic set  pink,LargeMediumSmallX-LargeXX-LargeXXX-Large,2138,855,60,Indianwear
aurelia,printed cotton round neck womens straight kurta  yellow,LargeMediumSmallX-LargeX-SmallXX-Large,1299,909,30,Indianwear
yuris,embroidered cotton round neck womens salwar suit  multi,LargeMediumX-LargeXX-Large,3499,1399,60,Indianwear
yuris,printed vneck cotton womens kurta palazzo set  red,LargeMediumSmallXX-Large,3999,1399,65,Indianwear
varanga,womens round neck printed kurta  multi,LargeMediumSmallX-LargeXX-Large,1799,809,55,Indianwear
kashish,embroidered round neck viscose blend womens ethnic set  natural,LargeMediumSmallX-LargeX-SmallXX-Large,3499,1749,50,Indianwear
biba,printed rayon round neck womens kalidar kurta  mustard,3234,1599,959,40,Indianwear
varanga,mandarin collar womens kurta  green,LargeMediumSmallX-LargeXX-Large,1999,899,55,Indianwear
juniper,solid cotton flex mandarin womens aline kurta  peach,LargeMediumSmallX-Large,1699,849,50,Indianwear
juniper,printed round neck chiffon womens flared dress  black,LargeMediumSmallX-Small,3299,1484,55,Indianwear
global desi,solid key hole neck womens tunic  pink,MediumSmallX-Small,2799,1399,50,Indianwear
janasya,floral v neck crepe womens calf length kurta  magenta,LargeMedium,1469,587,60,Indianwear
kashish,womens embroidered calf length occasion wear kurta  pink,LargeMediumSmallX-Small,1599,799,50,Indianwear
haute curry,printed lapel collar flex womens shirt style dress  sky blue,LargeMediumSmallX-LargeX-SmallXX-Large,1499,749,50,Indianwear
infuse,fitted full length cotton lycra womens churidar  pink,Small,1099,329,70,Indianwear
suti,printed cotton round neck womens straight kurti  green,LargeMediumSmallX-LargeX-Small,1199,959,20,Indianwear
stop,womens regular fit printed kurta  off white,SMLXLX-SmallXX-Large,1299,649,50,Indianwear
ziyaa,printed round neck polyester womens salwar kurta and dupatta set  grey,LargeMediumSmallX-LargeXX-LargeXXX-Large,4367,1746,60,Indianwear
janasya,womens multicolor poly silk stitched blouse (bl087)  multi,LargeMediumX-LargeX-SmallXX-Large,1199,599,50,Indianwear
kashish,embroidered round neck flared fit womens kurta  grey,LargeMediumSmallX-LargeX-SmallXX-Large,2999,1499,50,Indianwear
aurelia,printed 60's cambric womens non festive culottes  blue,LargeXX-Large,1049,629,40,Indianwear
indya,embellished round neck georgette womens regular kurta  yellow,XX-Large,2200,1100,50,Indianwear
global desi,floral shirt collar womens tunic  off white,XLLargeMediumSmallX-Small,1799,719,60,Indianwear
kami kubi,textured cotton round neck womens straight kurta  pink,MediumSmall,1699,764,55,Indianwear
indya,printed georgette regular fit womens sharara  pink,LargeMediumSmallX-LargeX-Small,2100,1050,50,Indianwear
stop,full length cotton lycra knitted womens churidar  sage,SMLXLXX-Large,499,349,30,Indianwear
global desi,womens regular fit solid pattern aline kurta  mint,XLLargeMediumSmallX-SmallXX-Large,1699,509,70,Indianwear
haute curry,womens regular fit printed tops  turquoise,LargeMediumSmallX-LargeX-SmallXX-Large,899,449,50,Indianwear
janasya,womens black poly crepe kurta (jne3373)  black,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,1399,559,60,Indianwear
juniper,womens pink poly muslin embroidered flared lehenga choli with satin lining  pink,LargeMediumSmallX-Small,4098,2049,50,Indianwear
juniper,embroidered mandarin silk blend womens aline dress  fuchsia,MediumSmallX-LargeXX-Large,2999,1949,35,Indianwear
varanga,printed cotton round neck womens calf length kurta  yellow,XX-Large,3999,1199,70,Indianwear
varanga,round neck womens kurta  pink,LargeMediumSmallX-LargeXX-Large,1599,799,50,Indianwear
varanga,mandarin collar womens kurta  grey,LargeMediumSmallX-LargeXX-Large,1499,749,50,Indianwear
juniper,floral round neck alphin chiffon womens flared dress  black,LargeMediumSmallX-Large,3299,2474,25,Indianwear
indya,embroidered georgette scoop neck womens flared tunic  pink,Small,3500,1750,50,Indianwear
varanga,printed silk round neck womens straight fit kurta  blue,SmallXX-Large,2999,749,75,Indianwear
varanga,embroidered silk round neck womens regular fit kurta  yellow,Medium,2999,899,70,Indianwear
ziyaa,printed crepe boat neck womens straight kurta  blue,LargeMediumSmallX-LargeXX-LargeXXX-Large,1373,549,60,Indianwear
infuse,embroidered chanderi mandarin womens kurta  red,LargeMediumSmallX-LargeX-SmallXX-Large,1999,999,50,Indianwear
stop,fitted full length cotton lycra womens leggings  pink,SMLXLX-Small,499,349,30,Indianwear
myshka,solid silk blend round neck womens kurta palazzo set  brown,,5499,1374,75,Indianwear
myshka,solid cotton blend round neck womens dress  sea green,MediumSmallX-LargeXX-Large,2999,599,80,Indianwear
kashish,solid silk blend womens full length palazzos  black,Large/X-LargeSmall/MediumXX-Large/XXX-Large,1299,649,50,Indianwear
stop,fitted full length cotton lycra womens shimmer leggings  silver,SMLX-LargeX-Small,699,489,30,Indianwear
ziyaa,printed round neck polyester womens ethnic set  brown,LargeMediumSmallX-LargeXX-LargeXXX-Large,2420,968,60,Indianwear
aurelia,printed viscose womens ethnic set  pink,LargeMediumSmallX-LargeX-SmallXX-Large,1999,1399,30,Indianwear
juniper,embroidered rayon v neck womens kurta palazzo set  lime green,LargeMediumX-Large,3999,1399,65,Indianwear
w,collar neck polyester flared designer womens dresses  yellow,8101214,4999,2499,50,Indianwear
kami kubi,floral cotton v neck womens regular top  yellow,LargeMediumSmallX-LargeX-Small,999,449,55,Indianwear
global desi,floral viscose rayon vneck womens aline kurta  orange,XLLargeMediumSmallX-Small,1999,999,50,Indianwear
global desi,printed viscose round neck womens straight kurta  mustard,XLLargeMediumSmallX-Small,1999,999,50,Indianwear
yuris,ethnic motifs cotton round neck womens kurta set  pink,LargeMediumSmallX-LargeXX-LargeXXX-Large,3999,1399,65,Indianwear
yuris,floral cotton round neck womens calf length kurta  red,LargeMediumSmallXXX-Large,1799,809,55,Indianwear
aurelia,round neck straight designer womens kurtas  blue,LargeMediumSmallX-LargeX-SmallXX-Large,1049,734,30,Indianwear
haute curry,printed vneck cotton slub womens empire waist dress  peach,LargeMediumSmallX-LargeX-SmallXX-Large,1499,749,50,Indianwear
haute curry,yarn dyed ankle length casual wear gather dress  turquoise,LargeMediumSmallX-Small,1299,649,50,Indianwear
aurelia,printed viscose blend womens regular fit palazzo  pink,MediumSmall,999,599,40,Indianwear
janasya,womens multicolor poly crepe kurta (jne1998)  multi,Small,1199,479,60,Indianwear
yuris,abstract cotton mandarin womens salwar suit  multi,LargeMediumSmall,2999,1349,55,Indianwear
juniper,solid polyester round neck womens straight kurta  mustard,LargeMediumSmallX-Large,2399,959,60,Indianwear
aurelia,printed viscose round neck womens ethnic set  green,Medium,3599,2159,40,Indianwear
myshka,printed georgette round neck womens dress  pink,LargeMediumX-LargeXX-Large,3999,999,75,Indianwear
janasya,printed round neck crepe womens calf length kurta  peacock,SmallX-LargeX-SmallXX-LargeXXX-Large,1349,674,50,Indianwear
juniper,printed chiffon mandarin womens tiered dress  pink,LargeMediumX-LargeXX-Large,1899,1329,30,Indianwear
suti,printed cotton mandarin womens straight kurti  gold,LargeMediumSmallX-Large,1499,1199,20,Indianwear
aurelia,solid cotton blend band with v womens kurta set  yellow,LargeMediumSmallX-Large,2999,2099,30,Indianwear
myshka,printed cotton square neck womens regular kurta  maroon,LargeMediumSmallX-LargeXX-Large,2999,599,80,Indianwear
aurelia,regular fit polyester womens festive skirt  multi,LargeMediumSmallX-LargeXX-Large,2399,1679,30,Indianwear
myshka,printed polyester mandarin womens regular kurta  white,LargeMediumSmallX-LargeXX-Large,1599,559,65,Indianwear
janasya,womens maroon cotton stitched blouse (bl097)  red,LargeMediumSmallXX-Large,899,539,40,Indianwear
janasya,stripes crepe round neck womens straight fit kurta  maroon,LargeMediumSmallX-LargeXX-Large,1299,519,60,Indianwear
gipsy,solid polyester choker neck womens tunic  raspberry,LargeMediumXX-LargeXXX-Large,1895,1326,30,Indianwear
suti,printed cotton mandarin womens a line kurti  brown,LargeMediumSmallX-LargeX-Small,1649,1319,20,Indianwear
myshka,printed cotton round neck womens kurta palazzo set  yellow,,5999,1499,75,Indianwear
global desi,womens solid kurta  natural,XLLargeMediumSmallX-Small,2399,719,70,Indianwear
global desi,solid vneck viscose womens regular length kurta  indigo,XLLargeMediumSmallX-SmallXX-Large,2099,1679,20,Indianwear
haute curry,regular fit rayon womens casual pants  teal,LargeMediumSmallX-Large,999,499,50,Indianwear
global desi,regular viscose womens trousers  red,XLLargeMediumSmallX-SmallXX-Large,1699,1359,20,Indianwear
yuris,floral cotton v neck womens kurta set  yellow,MediumSmallX-LargeXX-LargeXXX-Large,3499,1399,60,Indianwear
global desi,solid viscose square neck regular fit womens tunic  black,MediumSmallX-Small,1699,1019,40,Indianwear
haute curry,womens regular fit embroidered tunic  charcoal,LargeMediumSmallX-LargeX-Small,899,449,50,Indianwear
varanga,round neck womens kurta  mustard,MediumSmallXX-Large,2399,1199,50,Indianwear
juniper,floral round neck cambric womens kurta pant set  coral,LargeMediumSmallX-LargeXX-Large,3898,1364,65,Indianwear
w,print round neck cotton womens kurta  natural,14,1999,1199,40,Indianwear
kashish,womens embroidered calf length occasion wear kurta  pink,X-LargeX-SmallXX-Large,1599,799,50,Indianwear
global desi,self design vneck womens top  black,SmallX-Small,2399,1439,40,Indianwear
indya,shraddha kapoor for indya women pink embellished aline layered maxi skirt  pink,LargeSmallX-Small,2950,1475,50,Indianwear
biba,yarn dyed poly viscose womens kurta  black,32,1599,1119,30,Indianwear
varanga,embellished silk mandarin neck womens regular fit kurta  purple,MediumSmall,2599,779,70,Indianwear
stop,printed mandarin collar straight fit womens kurta  green,SMLX-SmallXXX-Large,799,399,50,Indianwear
aurelia,printed viscose mandarin womens straight kurta  pink,LargeMediumSmallX-LargeX-SmallXX-Large,1399,979,30,Indianwear
ziyaa,printed mandarin polyester womens salwar kurta and dupatta set  green,LargeMediumSmallX-LargeXX-LargeXXX-Large,3301,1320,60,Indianwear
aurelia,boat neck cotton womens knee length kurta  blue,LargeMediumSmallX-LargeX-SmallXX-Large,1499,1049,30,Indianwear
janasya,womens yellow poly crepe kurta (jne3453)  yellow,LargeMediumSmallX-LargeXX-Large,1699,594,65,Indianwear
w,printed cambric mandarin womens straight kurta  ecru,681012141618,1699,1274,25,Indianwear
myshka,solid round neck womens kurti  green,,3499,699,80,Indianwear
janasya,womens black cotton stitched blouse (bl104)  black,LargeMediumSmallX-LargeX-SmallXX-Large,1299,519,60,Indianwear
stop,womens embroidered calf length casual wear kurta  grey,SMLXLX-SmallXX-Large,1299,649,50,Indianwear
janasya,solid polyester blend round neck womens straight fit ethnic set  green,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,2699,1349,50,Indianwear
global desi,women vneck floral aline shrug  off white,XLMediumSmallXX-Large,2599,1039,60,Indianwear
global desi,floral viscose mandarin womens straight tunic  orange,XLLargeMediumSmallX-SmallXX-Large,1799,899,50,Indianwear
haute curry,printed regular fit rayon womens casual pants  ecru,LargeMediumSmallX-Large,999,499,50,Indianwear
varanga,dyed cotton round neck womens flared kurta  maroon,LargeMediumSmallX-Large,3999,1199,70,Indianwear
gipsy,solid polyester choker neck womens tunic  blue,MediumXX-LargeXXX-Large,1895,1326,30,Indianwear
kashish,embroidered silk blend womens full length palazzos  red,Large/X-LargeSmall/Medium,1499,749,50,Indianwear
juniper,printed silk blend boat neck womens lehenga choli set  mustard,XX-Large,4200,2100,50,Indianwear
varanga,round neck womens top  rust,LargeSmall,899,404,55,Indianwear
stop,solid mandarin collar aline womens kurta  yellow,SMLX-Small,1299,649,50,Indianwear
haute curry,printed ankle length casual wear lapel collar shirt dress  rust,LargeMediumSmallX-SmallXX-Large,1499,749,50,Indianwear
haute curry,yarn dyed ankle length casual wear flared sleeve schiffli dress  blue,MediumSmallX-LargeX-Small,1499,749,50,Indianwear
janasya,womens maroon rayon straight kurti (jne3549)  maroon,LargeSmall,1399,559,60,Indianwear
indya,shraddha kapoor for indya women sage floral angrakha  green,Large,2800,1400,50,Indianwear
biba,printed band collar flared womens kurta  wine,3234,1999,1399,30,Indianwear
stop,womens printed knee length daily wear kurta  indigo,S,799,399,50,Indianwear
yuris,stripes cotton round neck womens regular kurta  multi,Small,1399,629,55,Indianwear
fusion beats,womens round neck striped top  blush,LargeMediumSmallX-LargeXX-Large,1499,599,60,Indianwear
ziyaa,geometric rayon mandarin womens straight kurta  black,LargeMediumSmallX-LargeXX-LargeXXX-Large,1943,777,60,Indianwear
w,solid polyester round neck womens ethnic set  orange,61012,4999,2499,50,Indianwear
global desi,solid viscose v neck womens regular tunic  pink,XLMediumSmallX-Small,2299,1839,20,Indianwear
and,printed viscose v neck womens ethnic set  navy,810121416,3499,1749,50,Indianwear
myshka,printed silk blend mandarin womens kurta palazzo set  pink,LargeMediumSmallX-LargeXX-Large,5999,1499,75,Indianwear
w,stripes cotton linen womens casual slim pants  ecru,1016,1499,899,40,Indianwear
kami kubi,solid silk blend vneck womens flared salwar kurta dupatta set  pink,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,5999,2399,60,Indianwear
janasya,cotton blend womens western dresses  blue,X-Small,2698,944,65,Indianwear
sanaa,solid rayon mandarin womens mid thigh length kurti  navy,LargeMediumSmallX-LargeXX-Large,1499,1049,30,Indianwear
haute curry,printed round neck rayon womens regular dress  brown,LargeMediumSmallX-LargeX-SmallXX-Large,1499,749,50,Indianwear
ziyaa,stripes mandarin rayon womens ethnic set  grey,LargeMediumSmallX-LargeXX-LargeXXX-Large,2983,1193,60,Indianwear
global desi,self design viscose shirt collar womens curved top  yellow,XLLargeMediumSmallX-SmallXX-Large,1899,759,60,Indianwear
kashish,embroidered cotton womens full length palazzos  mustard,Large/X-LargeSmall/Medium,1499,749,50,Indianwear
aurelia,round neck cotton womens calf length kurta  white,LargeMediumSmallX-LargeX-SmallXX-Large,2599,1819,30,Indianwear
ziyaa,geometric vneck polyester womens ethnic set  blue,LargeMediumSmallX-LargeXX-LargeXXX-Large,1919,863,55,Indianwear
ziyaa,printed round neck rayon womens ethnic set  peach,LargeMediumSmallX-LargeXX-LargeXXX-Large,2475,990,60,Indianwear
biba,yarndyed round neck flared womens kurta  black,40,1999,1199,40,Indianwear
myshka,printed round neck womens kurti  pink,,1799,539,70,Indianwear
myshka,solid cotton womens palazzo  black,,1899,474,75,Indianwear
haute curry,womens cotton  flared skirt  fuschia,Large/X-Large,1499,749,50,Indianwear
w,solid viscose round neck womens flared dress  orange,68101214,2599,1949,25,Indianwear
aurelia,collar neck polyester a line designer womens dresses  natural,LargeMediumSmallX-LargeXX-Large,1999,1399,30,Indianwear
janasya,floral silk round neck womens kurta palazzo set with dupatta  blue,LargeMediumX-SmallXXX-Large,3098,1549,50,Indianwear
janasya,floral crepe round neck womens kurta palazzo set  maroon,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,2499,874,65,Indianwear
suti,printed cotton v neck womens flared dress  turquoise,LargeMediumSmallX-LargeXX-Large,2499,1999,20,Indianwear
janasya,solid silk round neck womens kurta palazzo set with dupatta  red,SmallX-LargeX-SmallXX-LargeXXX-Large,2699,1349,50,Indianwear
biba,printed polyester round neck womens straight fit kurta  green,34,1999,1199,40,Indianwear
yuris,printed viscose blend round neck regular fit womens kurta palazzo set  maroon,LargeMediumSmallX-LargeXX-Large,3999,1599,60,Indianwear
myshka,printed round neck womens tunic  orange,,2199,659,70,Indianwear
varanga,zari embroidered silk round neck womens regular fit kurta  burgundy,LargeMediumSmall,3999,1399,65,Indianwear
janasya,floral cotton round neck womens kurta palazzo set with dupatta  black,SmallX-Small,3998,1399,65,Indianwear
juniper,woven mandarin neck cotton dobby straight fit womens kurta  grey,X-Small,1999,999,50,Indianwear
ziyaa,printed crepe boat neck womens straight kurta  pink,LargeMediumSmallX-LargeXX-LargeXXX-Large,1449,507,65,Indianwear
infuse,embroidered chanderi mandarin womens kurta  sky blue,LargeMediumSmallX-LargeX-SmallXX-Large,1999,999,50,Indianwear
ziyaa,printed mandarin polyester womens ethnic set  blue,LargeMediumSmallX-LargeXX-LargeXXX-Large,2162,972,55,Indianwear
biba,solid band collar rayon flax womens kurta pants  navy,323436384042,2999,2099,30,Indianwear
stop,printed mandarin collar straight fit womens kurta  lime green,SMLX-LargeX-SmallXX-LargeXXX-Large,799,399,50,Indianwear
kashish,embroidered viscose blend round neck womens straight fit kurta  gold,LargeMediumSmallX-LargeX-SmallXX-Large,1699,849,50,Indianwear
varanga,womens round neck embroidered tops & tunics  mustard,LargeMediumSmallX-Large,1599,719,55,Indianwear
myshka,solid cotton blend round neck womens dress  maroon,,1699,594,65,Indianwear
janasya,solid silk round neck womens kurta palazzo set  grey,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,2329,1164,50,Indianwear
stop,fitted full length cotton lycra womens leggings  navy,SMLX-LargeX-Small,499,349,30,Indianwear
aurelia,printed crepe mandarin womens flared kurta  orange,LargeMediumSmallX-LargeXX-Large,2799,1399,50,Indianwear
biba,printed cotton round neck womens salwar kurta set  brown,323436384042,3299,1979,40,Indianwear
indya,reglar fit regular length georgette womens ethnic sari skirt  blue,LargeMediumSmallX-LargeX-SmallXX-Large,3600,1800,50,Indianwear
yuris,printed round neck cotton womens kurta palazzo set  grey,LargeMediumSmallX-LargeXX-LargeXXX-Large,3499,1399,60,Indianwear
yuris,lace round neck cotton womens kurta palazzo set  off white,LargeMediumSmallX-LargeXX-LargeXXX-Large,3499,1399,60,Indianwear
haute curry,printed round neck rayon womens flared cowl dress  coral,LargeMediumSmallX-LargeX-SmallXX-Large,1499,749,50,Indianwear
varanga,printed mandarin silk womens straight kurta  natural,LargeMediumSmallX-LargeXX-Large,3599,1079,70,Indianwear
kashish,embroidered viscose blend round neck womens straight fit kurta  white,LargeMediumSmallX-LargeX-SmallXX-LargeXXX-Large,1599,799,50,Indianwear
juniper,embellished key hole neck layered womens festive dress with mask  pink,LargeMediumSmallX-LargeX-SmallXX-Large,3599,1439,60,Indianwear
juniper,womens sand grey cotton solid straight pants with side pocket  grey,LargeMediumSmallX-LargeX-SmallXX-Large,1599,719,55,Indianwear
varanga,round neck cotton designer womens ethnic set  seagreen,LargeMediumX-LargeXX-Large,5999,1799,70,Indianwear
varanga,gotta patti round neck silk blend designer womens ethnic set  pink,LargeMediumX-LargeXX-Large,5999,2099,65,Indianwear
haute curry,printed ankle length casual wear lapel collar shirt dress  peach,LargeMediumSmallX-LargeX-SmallXX-Large,1499,749,50,Indianwear
haute curry,yarn dyed ankle length casual wear gather dress  blue,LargeMediumSmallX-LargeX-SmallXX-Large,1299,649,50,Indianwear
biba,printed band collar rayon flax womens kurta pants  multi,4042,2599,2079,20,Indianwear
kami kubi,embellished cotton boat neck womens a line kurta  white,LargeX-LargeX-Small,1699,764,55,Indianwear
juniper,embroidered rayon calf length womens straight fit kurta  burgundy,X-Small,2098,629,70,Indianwear
varanga,printed silk round neck womens calf length kurta  magenta,X-LargeXX-Large,4999,1499,70,Indianwear
juniper,embroidered rayon round neck womens kurta palazzo set  maroon,LargeMediumSmallX-Large,4099,2049,50,Indianwear
kashish,embroidered viscose blend womens kurta  grey,LargeMediumSmallX-LargeX-SmallXX-Large,2999,1499,50,Indianwear
