age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,experience,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,marialstatus
55,0,frequently,135,research & development,18,4,medical,1034,3,Male,62,3,2,healthcare representative,2,Married,6385,12992,3,1,14,3,4,2,17,3,3,8,7,6,7,married
38,0,rarely,1035,sales,3,4,life sciences,1036,2,Male,42,3,2,sales executive,4,Single,6861,4981,8,1,12,3,3,0,19,1,3,1,0,0,0,single
26,0,non,265,sales,29,2,medical,1037,2,Male,79,1,2,sales executive,1,Single,4969,21813,8,0,18,3,4,0,7,6,3,2,2,2,2,single
44,0,rarely,1448,sales,28,3,medical,1039,4,Female,53,4,4,sales executive,4,Married,13320,11737,3,1,18,3,3,1,23,2,3,12,11,11,11,married
50,0,non,145,sales,1,3,life sciences,1040,4,Female,95,3,2,sales executive,3,Married,6347,24920,0,0,12,3,1,1,19,3,3,18,7,0,13,married
36,0,rarely,885,research & development,16,4,life sciences,1042,3,Female,43,4,1,laboratory technician,1,Single,2743,8269,1,0,16,3,3,0,18,1,3,17,13,15,14,single
39,0,frequently,945,research & development,22,3,medical,1043,4,Female,82,3,3,manufacturing director,1,Single,10880,5083,1,1,13,3,3,0,21,2,3,21,6,2,8,single
33,0,non,1038,sales,8,1,life sciences,1044,2,Female,88,2,1,sales representative,4,Single,2342,21437,0,0,19,3,4,0,3,2,2,2,2,2,2,single
32,0,non,1109,research & development,29,4,medical,1046,4,Female,69,3,1,laboratory technician,3,Single,4025,11135,9,0,12,3,2,0,10,2,3,8,7,7,7,single
34,0,rarely,216,sales,1,4,marketing,1047,2,Male,75,4,2,sales executive,4,Divorced,9725,12278,0,0,11,3,4,1,16,2,2,15,1,0,9,divorced
59,0,rarely,1089,sales,1,2,technical degree,1048,2,Male,66,3,3,manager,4,Married,11904,11038,3,1,14,3,3,1,14,1,1,6,4,0,4,married
45,0,rarely,788,human resources,24,4,medical,1049,2,Male,36,3,1,human resources,2,Single,2177,8318,1,0,16,3,1,0,6,3,3,6,3,0,4,single
53,0,frequently,124,sales,2,3,marketing,1050,3,Female,38,2,3,sales executive,2,Married,7525,23537,2,0,12,3,1,1,30,2,3,15,7,6,12,married
26,0,frequently,342,research & development,2,3,life sciences,1053,1,Male,57,3,1,research scientist,1,Married,2042,15346,6,1,14,3,2,1,6,2,3,3,2,1,2,married
34,0,rarely,1333,sales,10,4,life sciences,1055,3,Female,87,3,1,sales representative,3,Married,2220,18410,1,1,19,3,4,1,1,2,3,1,1,0,0,married
28,0,rarely,1144,sales,10,1,medical,1056,4,Male,74,3,1,sales representative,2,Married,1052,23384,1,0,22,4,2,0,1,5,3,1,0,0,0,married
40,0,rarely,300,sales,26,3,marketing,1066,3,Male,74,3,2,sales executive,1,Married,8396,22217,1,0,14,3,2,1,8,3,2,7,7,7,5,married
26,0,frequently,921,research & development,1,1,medical,1068,1,Female,66,2,1,research scientist,3,Divorced,2007,25265,1,0,13,3,3,2,5,5,3,5,3,1,3,divorced
54,0,rarely,1082,sales,2,4,life sciences,1070,3,Female,41,2,3,sales executive,3,Married,10686,8392,6,0,11,3,2,1,13,4,3,9,4,7,0,married
56,0,frequently,1240,research & development,9,3,medical,1071,1,Female,63,3,1,research scientist,3,Married,2942,12154,2,0,19,3,2,1,18,4,3,5,4,0,3,married
36,0,rarely,796,research & development,12,5,medical,1073,4,Female,51,2,3,manufacturing director,4,Single,8858,15669,0,0,11,3,2,0,15,2,2,14,8,7,8,single
55,0,non,444,research & development,2,1,medical,1074,3,Male,40,2,4,manager,1,Single,16756,17323,7,0,15,3,2,0,31,3,4,9,7,6,2,single
43,0,rarely,415,sales,25,3,medical,1076,3,Male,79,2,3,sales executive,4,Divorced,10798,5268,5,0,13,3,3,1,18,5,3,1,0,0,0,divorced
20,0,frequently,769,sales,9,3,marketing,1077,4,Female,54,3,1,sales representative,4,Single,2323,17205,1,1,14,3,2,0,2,3,3,2,2,0,2,single
21,0,rarely,1334,research & development,10,3,life sciences,1079,3,Female,36,2,1,laboratory technician,1,Single,1416,17258,1,0,13,3,1,0,1,6,2,1,0,1,0,single
46,0,rarely,1003,research & development,8,4,life sciences,1080,4,Female,74,2,2,research scientist,1,Divorced,4615,21029,8,1,23,4,1,3,19,2,3,16,13,1,7,divorced
51,0,rarely,1323,research & development,4,4,life sciences,1081,1,Male,34,3,1,research scientist,3,Married,2461,10332,9,1,12,3,3,3,18,2,4,10,0,2,7,married
28,0,non,1366,research & development,24,2,technical degree,1082,2,Male,72,2,3,healthcare representative,1,Single,8722,12355,1,0,12,3,1,0,10,2,2,10,7,1,9,single
26,0,rarely,192,research & development,1,2,medical,1083,1,Male,59,2,1,laboratory technician,1,Married,3955,11141,1,0,16,3,1,2,6,2,3,5,3,1,3,married
41,0,rarely,509,research & development,7,2,technical degree,1085,2,Female,43,4,1,research scientist,3,Married,3376,18863,1,0,13,3,3,0,10,3,3,10,6,0,8,married
38,0,rarely,330,research & development,17,1,life sciences,1088,3,Female,65,2,3,healthcare representative,3,Married,8823,24608,0,0,18,3,1,1,20,4,2,19,9,1,9,married
40,0,rarely,1492,research & development,20,4,technical degree,1092,1,Male,61,3,3,healthcare representative,4,Married,10322,26542,4,0,20,4,4,1,14,6,3,11,10,11,1,married
27,0,non,1277,research & development,8,5,life sciences,1094,1,Male,87,1,1,laboratory technician,3,Married,4621,5869,1,0,19,3,4,3,3,4,3,3,2,1,2,married
55,0,frequently,1091,research & development,2,1,life sciences,1096,4,Male,65,3,3,manufacturing director,2,Married,10976,15813,3,0,18,3,2,1,23,4,3,3,2,1,2,married
44,0,rarely,1376,human resources,1,2,medical,1098,2,Male,91,2,3,human resources,1,Married,10482,2326,9,0,14,3,4,1,24,1,3,20,6,3,6,married
33,0,rarely,654,research & development,5,3,life sciences,1099,4,Male,34,2,3,healthcare representative,4,Divorced,7119,21214,4,0,15,3,3,1,9,2,3,3,2,1,2,divorced
35,0,rarely,1204,sales,4,3,technical degree,1100,4,Male,86,3,3,sales executive,1,Single,9582,10333,0,1,22,4,1,0,9,2,3,8,7,4,7,single
33,0,frequently,827,research & development,29,4,medical,1101,1,Female,54,2,2,research scientist,3,Single,4508,3129,1,0,22,4,2,0,14,4,3,13,7,3,8,single
28,0,rarely,895,research & development,15,2,life sciences,1102,1,Male,50,3,1,laboratory technician,3,Divorced,2207,22482,1,0,16,3,4,1,4,5,2,4,2,2,2,divorced
34,0,frequently,618,research & development,3,1,life sciences,1103,1,Male,45,3,2,healthcare representative,4,Single,7756,22266,0,0,17,3,3,0,7,1,2,6,2,0,4,single
37,0,rarely,309,sales,10,4,life sciences,1105,4,Female,88,2,2,sales executive,4,Divorced,6694,24223,2,1,14,3,3,3,8,5,3,1,0,0,0,divorced
25,0,rarely,1219,research & development,4,1,technical degree,1106,4,Male,32,3,1,laboratory technician,4,Married,3691,4605,1,1,15,3,2,1,7,3,4,7,7,5,6,married
26,0,rarely,1330,research & development,21,3,medical,1107,1,Male,37,3,1,laboratory technician,3,Divorced,2377,19373,1,0,20,4,3,1,1,0,2,1,1,0,0,divorced
33,0,rarely,1017,research & development,25,3,medical,1108,1,Male,55,2,1,research scientist,2,Single,2313,2993,4,1,20,4,2,0,5,0,3,2,2,2,2,single
28,0,frequently,1009,research & development,1,3,medical,1111,1,Male,45,2,1,laboratory technician,2,Divorced,2596,7160,1,0,15,3,1,2,1,2,3,1,0,0,0,divorced
33,0,frequently,970,sales,7,3,life sciences,1114,4,Female,30,3,2,sales executive,2,Married,4302,13401,0,0,17,3,3,1,4,3,3,3,2,0,2,married
34,0,non,697,research & development,3,4,life sciences,1115,3,Male,40,2,1,research scientist,4,Married,2979,22478,3,0,17,3,4,3,6,2,3,0,0,0,0,married
45,0,non,1050,sales,9,4,life sciences,1117,2,Female,65,2,2,sales executive,3,Married,5593,17970,1,0,13,3,4,1,15,2,3,15,10,4,12,married
52,0,rarely,994,research & development,7,4,life sciences,1118,2,Male,87,3,3,healthcare representative,2,Single,10445,15322,7,0,19,3,4,0,18,4,3,8,6,4,0,single
38,0,rarely,770,sales,10,4,marketing,1119,3,Male,73,2,3,sales executive,3,Divorced,8740,5569,0,1,14,3,2,2,9,2,3,8,7,2,7,divorced
29,0,rarely,1107,research & development,28,4,life sciences,1120,3,Female,93,3,1,research scientist,4,Divorced,2514,26968,4,0,22,4,1,1,11,1,3,7,5,1,7,divorced
28,0,rarely,950,research & development,3,3,medical,1121,4,Female,93,3,3,manufacturing director,2,Divorced,7655,8039,0,0,17,3,2,3,10,3,2,9,7,1,7,divorced
38,0,rarely,130,sales,2,2,marketing,1125,4,Male,32,3,3,sales executive,2,Single,7351,20619,7,0,16,3,3,0,10,2,3,1,0,0,0,single
43,0,frequently,1082,research & development,27,3,life sciences,1126,3,Female,83,3,3,manufacturing director,1,Married,10820,11535,8,0,11,3,3,1,18,1,3,8,7,0,1,married
39,0,frequently,203,research & development,2,3,life sciences,1127,1,Male,84,3,4,healthcare representative,4,Divorced,12169,13547,7,0,11,3,4,3,21,4,3,18,7,11,5,divorced
21,0,rarely,984,research & development,1,1,technical degree,1131,4,Female,70,2,1,research scientist,2,Single,2070,25326,1,1,11,3,3,0,2,6,4,2,2,2,2,single
39,0,non,439,research & development,9,3,life sciences,1132,3,Male,70,3,2,laboratory technician,2,Single,6782,8770,9,0,15,3,3,0,9,2,2,5,4,0,3,single
36,0,non,217,research & development,18,4,life sciences,1133,1,Male,78,3,2,manufacturing director,4,Single,7779,23238,2,0,20,4,1,0,18,0,3,11,9,0,9,single
31,0,frequently,793,sales,20,3,life sciences,1135,3,Male,67,4,1,sales representative,4,Married,2791,21981,0,0,12,3,1,1,3,4,3,2,2,2,2,married
28,0,rarely,1451,research & development,2,1,life sciences,1136,1,Male,67,2,1,research scientist,2,Married,3201,19911,0,0,17,3,1,0,6,2,1,5,3,0,4,married
35,0,frequently,1182,sales,11,2,marketing,1137,4,Male,54,3,2,sales executive,4,Divorced,4968,18500,1,0,11,3,4,1,5,3,3,5,2,0,2,divorced
49,0,rarely,174,sales,8,4,technical degree,1138,4,Male,56,2,4,sales executive,2,Married,13120,11879,6,0,17,3,2,1,22,3,3,9,8,2,3,married
34,0,frequently,1003,research & development,2,2,life sciences,1140,4,Male,95,3,2,manufacturing director,3,Single,4033,15834,2,0,11,3,4,0,5,3,2,3,2,0,2,single
29,0,frequently,490,research & development,10,3,life sciences,1143,4,Female,61,3,1,research scientist,2,Divorced,3291,17940,0,0,14,3,4,2,8,2,2,7,5,1,1,divorced
42,0,rarely,188,research & development,29,3,medical,1148,2,Male,56,1,2,laboratory technician,4,Single,4272,9558,4,0,19,3,1,0,16,3,3,1,0,0,0,single
29,0,rarely,718,research & development,8,1,medical,1150,2,Male,79,2,2,manufacturing director,4,Married,5056,17689,1,1,15,3,3,1,10,2,2,10,7,1,2,married
38,0,rarely,433,human resources,1,3,human resources,1152,3,Male,37,4,1,human resources,3,Married,2844,6004,1,0,13,3,4,1,7,2,4,7,6,5,0,married
28,0,frequently,773,research & development,6,3,life sciences,1154,3,Male,39,2,1,research scientist,3,Divorced,2703,22088,1,1,14,3,4,1,3,2,3,3,1,0,2,divorced
18,0,non,247,research & development,8,1,medical,1156,3,Male,80,3,1,laboratory technician,3,Single,1904,13556,1,0,12,3,4,0,0,0,3,0,0,0,0,single
33,0,rarely,603,sales,9,4,marketing,1157,1,Female,77,3,2,sales executive,1,Single,8224,18385,0,1,17,3,1,0,6,3,3,5,2,0,3,single
41,0,rarely,167,research & development,12,4,life sciences,1158,2,Male,46,3,1,laboratory technician,4,Married,4766,9051,3,1,11,3,1,1,6,4,3,1,0,0,0,married
31,0,frequently,874,research & development,15,3,medical,1160,3,Male,72,3,1,laboratory technician,3,Married,2610,6233,1,0,12,3,3,1,2,5,2,2,2,2,2,married
37,0,rarely,367,research & development,25,2,medical,1161,3,Female,52,2,2,healthcare representative,4,Divorced,5731,17171,7,0,13,3,3,2,9,2,3,6,2,1,3,divorced
27,0,rarely,199,research & development,6,3,life sciences,1162,4,Male,55,2,1,research scientist,3,Married,2539,7950,1,0,13,3,3,1,4,0,3,4,2,2,2,married
34,0,rarely,1400,sales,9,1,life sciences,1163,2,Female,70,3,2,sales executive,3,Married,5714,5829,1,0,20,4,1,0,6,3,2,6,5,1,3,married
35,0,rarely,528,human resources,8,4,technical degree,1164,3,Male,100,3,1,human resources,3,Single,4323,7108,1,0,17,3,2,0,6,2,1,5,4,1,4,single
29,0,rarely,408,sales,23,1,life sciences,1165,4,Female,45,2,3,sales executive,1,Married,7336,11162,1,0,13,3,1,1,11,3,1,11,8,3,10,married
40,0,frequently,593,research & development,9,4,medical,1166,2,Female,88,3,3,research director,3,Single,13499,13782,9,0,17,3,3,0,20,3,2,18,7,2,13,single
42,0,frequently,481,sales,12,3,life sciences,1167,3,Male,44,3,4,sales executive,1,Single,13758,2447,0,1,12,3,2,0,22,2,2,21,9,13,14,single
42,0,rarely,647,sales,4,4,marketing,1171,2,Male,45,3,2,sales executive,1,Single,5155,2253,7,0,13,3,4,0,9,3,4,6,4,1,5,single
35,0,rarely,982,research & development,1,4,medical,1172,4,Male,58,2,1,laboratory technician,3,Married,2258,16340,6,0,12,3,2,1,10,2,3,8,0,1,7,married
24,0,rarely,477,research & development,24,3,medical,1173,4,Male,49,3,1,laboratory technician,2,Single,3597,6409,8,0,22,4,4,0,6,2,3,4,3,1,2,single
28,0,rarely,1485,research & development,12,1,life sciences,1175,3,Female,79,3,1,laboratory technician,4,Married,2515,22955,1,1,11,3,4,0,1,4,2,1,1,0,0,married
26,0,rarely,1384,research & development,3,4,medical,1177,1,Male,82,4,1,laboratory technician,4,Married,4420,13421,1,0,22,4,2,1,8,2,3,8,7,0,7,married
30,0,rarely,852,sales,10,3,marketing,1179,3,Male,72,2,2,sales executive,3,Married,6578,2706,1,0,18,3,1,1,10,3,3,10,3,1,4,married
40,0,frequently,902,research & development,26,2,medical,1180,3,Female,92,2,2,research scientist,4,Married,4422,21203,3,1,13,3,4,1,16,3,1,1,1,0,0,married
35,0,rarely,819,research & development,2,3,life sciences,1182,3,Male,44,2,3,manufacturing director,2,Divorced,10274,19588,2,0,18,3,2,1,15,2,4,7,7,6,4,divorced
34,0,frequently,669,research & development,1,3,medical,1184,4,Male,97,2,2,healthcare representative,1,Single,5343,25755,0,0,20,4,3,0,14,3,3,13,9,4,9,single
43,0,rarely,1372,sales,9,3,marketing,1188,1,Female,85,1,2,sales executive,3,Single,5346,9489,8,0,13,3,2,0,7,2,2,4,3,1,3,single
32,0,non,862,sales,2,1,life sciences,1190,3,Female,76,3,1,sales representative,1,Divorced,2827,14947,1,0,12,3,3,3,1,3,3,1,0,0,0,divorced
29,0,rarely,1401,research & development,6,1,medical,1192,2,Female,54,3,1,laboratory technician,4,Married,3131,26342,1,0,13,3,1,1,10,5,3,10,8,0,8,married
19,0,rarely,645,research & development,9,2,life sciences,1193,3,Male,54,3,1,research scientist,1,Single,2552,7172,1,0,25,4,3,0,1,4,3,1,1,0,0,single
45,0,rarely,1457,research & development,7,3,medical,1195,1,Female,83,3,1,research scientist,3,Married,4477,20100,4,1,19,3,3,1,7,2,2,3,2,0,2,married
37,0,rarely,977,research & development,1,3,life sciences,1196,4,Female,56,2,2,manufacturing director,4,Married,6474,9961,1,0,13,3,2,1,14,2,2,14,8,3,11,married
20,0,rarely,805,research & development,3,3,life sciences,1198,1,Male,87,2,1,laboratory technician,3,Single,3033,12828,1,0,12,3,1,0,2,2,2,2,2,1,2,single
44,0,rarely,1097,research & development,10,4,life sciences,1200,3,Male,96,3,1,research scientist,3,Single,2936,10826,1,1,11,3,3,0,6,4,3,6,4,0,2,single
29,0,rarely,942,research & development,15,1,life sciences,1202,2,Female,69,1,1,research scientist,4,Married,2168,26933,0,1,18,3,1,1,6,2,2,5,4,1,3,married
22,0,frequently,1256,research & development,3,4,life sciences,1203,3,Male,48,2,1,research scientist,4,Married,2853,4223,0,1,11,3,2,1,1,5,3,0,0,0,0,married
44,0,non,111,research & development,17,3,life sciences,1206,4,Male,74,1,1,research scientist,3,Single,2290,4279,2,0,13,3,4,0,6,3,3,0,0,0,0,single
33,0,rarely,147,human resources,2,3,human resources,1207,2,Male,99,3,1,human resources,3,Married,3600,8429,1,0,13,3,4,1,5,2,3,5,4,1,4,married
41,0,non,906,research & development,5,2,life sciences,1210,1,Male,95,2,1,research scientist,1,Divorced,2107,20293,6,0,17,3,1,1,5,2,1,1,0,0,0,divorced
30,0,rarely,1329,sales,29,4,life sciences,1211,3,Male,61,3,2,sales executive,1,Divorced,4115,13192,8,0,19,3,3,3,8,3,3,4,3,0,3,divorced
40,0,frequently,1184,sales,2,4,medical,1212,2,Male,62,3,2,sales executive,2,Married,4327,25440,5,0,12,3,4,3,5,2,3,0,0,0,0,married
28,0,rarely,1179,research & development,19,4,medical,1216,4,Male,78,2,1,laboratory technician,1,Married,3196,12449,1,0,12,3,3,3,6,2,3,6,5,3,3,married
35,0,rarely,1361,sales,17,4,life sciences,1218,3,Male,94,3,2,sales executive,1,Married,8966,21026,3,1,15,3,4,3,15,2,3,7,7,1,7,married
24,0,rarely,984,research & development,17,2,life sciences,1219,4,Female,97,3,1,laboratory technician,2,Married,2210,3372,1,0,13,3,1,1,1,3,1,1,0,0,0,married
33,0,frequently,1146,sales,25,3,medical,1220,2,Female,82,3,2,sales executive,3,Married,4539,4905,1,0,12,3,1,1,10,3,2,10,7,0,1,married
36,0,rarely,917,research & development,6,4,life sciences,1221,3,Male,60,1,1,laboratory technician,3,Divorced,2741,6865,1,0,14,3,3,1,7,4,3,7,7,1,7,divorced
30,0,rarely,853,research & development,7,4,life sciences,1224,3,Male,49,3,2,laboratory technician,3,Divorced,3491,11309,1,0,13,3,1,3,10,4,2,10,7,8,9,divorced
20,0,rarely,654,sales,21,3,marketing,1226,3,Male,43,4,1,sales representative,4,Single,2678,5050,1,0,17,3,4,0,2,2,3,2,1,2,2,single
46,0,rarely,150,research & development,2,4,technical degree,1228,4,Male,60,3,2,manufacturing director,4,Divorced,7379,17433,2,0,11,3,3,1,12,3,2,6,3,1,4,divorced
42,0,non,179,human resources,2,5,medical,1231,4,Male,79,4,2,human resources,1,Married,6272,12858,7,0,16,3,1,1,10,3,4,4,3,0,3,married
60,0,rarely,696,sales,7,4,marketing,1233,2,Male,52,4,2,sales executive,4,Divorced,5220,10893,0,1,18,3,2,1,12,3,3,11,7,1,9,divorced
32,0,frequently,1316,research & development,2,2,life sciences,1235,4,Female,38,3,2,research scientist,3,Single,4998,2338,4,1,14,3,4,0,10,2,3,8,7,0,7,single
36,0,rarely,363,research & development,1,3,technical degree,1237,3,Female,77,1,3,manufacturing director,1,Divorced,10252,4235,2,1,21,4,3,1,17,2,3,7,7,7,7,divorced
33,0,rarely,117,research & development,9,3,medical,1238,1,Male,60,3,1,research scientist,4,Married,2781,6311,0,0,13,3,2,1,15,5,3,14,10,4,10,married
40,0,rarely,107,sales,10,3,technical degree,1239,2,Female,84,2,2,sales executive,2,Divorced,6852,11591,7,0,12,3,2,1,7,2,4,5,1,1,3,divorced
25,0,rarely,1356,sales,10,4,life sciences,1240,3,Male,57,3,2,sales executive,4,Single,4950,20623,0,0,14,3,2,0,5,4,3,4,3,1,1,single
30,0,rarely,1465,research & development,1,3,medical,1241,4,Male,63,3,1,research scientist,2,Married,3579,9369,0,1,21,4,1,1,12,2,3,11,9,5,7,married
42,0,frequently,458,research & development,26,5,medical,1242,1,Female,60,3,3,research director,1,Married,13191,23281,3,1,17,3,3,0,20,6,3,1,0,0,0,married
35,0,non,1212,sales,8,2,marketing,1243,3,Female,78,2,3,sales executive,4,Married,10377,13755,4,1,11,3,2,1,16,6,2,13,2,4,12,married
27,0,rarely,1103,research & development,14,3,life sciences,1244,1,Male,42,3,1,research scientist,1,Married,2235,14377,1,1,14,3,4,2,9,3,2,9,7,6,8,married
54,0,frequently,966,research & development,1,4,life sciences,1245,4,Female,53,3,3,manufacturing director,3,Divorced,10502,9659,7,0,17,3,1,1,33,2,1,5,4,1,4,divorced
44,0,rarely,1117,research & development,2,1,life sciences,1246,1,Female,72,4,1,research scientist,4,Married,2011,19982,1,0,13,3,4,1,10,5,3,10,5,7,7,married
19,0,non,504,research & development,10,3,medical,1248,1,Female,96,2,1,research scientist,2,Single,1859,6148,1,1,25,4,2,0,1,2,4,1,1,0,0,single
29,0,rarely,1010,research & development,1,3,life sciences,1249,1,Female,97,3,1,research scientist,4,Divorced,3760,5598,1,0,15,3,1,3,3,5,3,3,2,1,2,divorced
31,0,rarely,1332,research & development,11,2,medical,1251,3,Male,80,3,2,healthcare representative,1,Married,6833,17089,1,1,12,3,4,0,6,2,2,6,5,0,1,married
31,0,rarely,1062,research & development,24,3,medical,1252,3,Female,96,2,2,healthcare representative,1,Single,6812,17198,1,0,19,3,2,0,10,2,3,10,9,1,8,single
59,0,rarely,326,sales,3,3,life sciences,1254,3,Female,48,2,2,sales executive,4,Single,5171,16490,5,0,17,3,4,0,13,2,3,6,1,0,5,single
36,0,frequently,469,research & development,3,3,technical degree,1257,3,Male,46,3,1,research scientist,2,Married,3692,9256,1,0,12,3,3,0,12,2,2,11,10,0,7,married
48,0,rarely,969,research & development,2,2,technical degree,1258,4,Male,76,4,1,laboratory technician,2,Single,2559,16620,5,0,11,3,3,0,7,4,2,1,0,0,0,single
27,0,rarely,1167,research & development,4,2,life sciences,1259,1,Male,76,3,1,research scientist,3,Divorced,2517,3208,1,0,11,3,2,3,5,2,3,5,3,0,3,divorced
29,0,rarely,1329,research & development,7,3,life sciences,1260,3,Male,82,3,2,healthcare representative,4,Divorced,6623,4204,1,1,11,3,2,2,6,2,3,6,0,1,0,divorced
29,0,rarely,694,research & development,1,3,life sciences,1264,4,Female,87,2,4,research director,4,Divorced,16124,3423,3,0,14,3,2,2,9,2,2,7,7,1,7,divorced
34,0,rarely,1320,research & development,20,3,technical degree,1265,3,Female,89,4,1,research scientist,3,Married,2585,21643,0,0,17,3,4,0,2,5,2,1,0,0,0,married
33,0,rarely,536,sales,10,5,marketing,1268,4,Male,82,4,3,sales executive,3,Divorced,8380,21708,0,1,14,3,4,2,10,3,3,9,8,0,8,divorced
19,0,rarely,265,research & development,25,3,life sciences,1269,2,Female,57,4,1,research scientist,4,Single,2994,21221,1,1,12,3,4,0,1,2,3,1,0,0,1,single
23,0,rarely,373,research & development,1,2,life sciences,1270,4,Male,47,3,1,research scientist,3,Married,1223,16901,1,0,22,4,4,1,1,2,3,1,0,0,1,married
25,0,frequently,599,sales,24,1,life sciences,1273,3,Male,73,1,1,sales representative,4,Single,1118,8040,1,1,14,3,4,0,1,4,3,1,0,1,0,single
26,0,rarely,583,research & development,4,2,life sciences,1275,3,Male,53,3,1,research scientist,4,Single,2875,9973,1,1,20,4,2,0,8,2,2,8,5,2,2,single
55,0,non,177,research & development,8,1,medical,1278,4,Male,37,2,4,healthcare representative,2,Divorced,13577,25592,1,1,15,3,4,1,34,3,3,33,9,15,0,divorced
21,0,frequently,251,research & development,10,2,life sciences,1279,1,Female,45,2,1,laboratory technician,3,Single,2625,25308,1,0,20,4,3,0,2,2,1,2,2,2,2,single
34,0,rarely,131,sales,2,3,marketing,1281,3,Female,86,3,2,sales executive,1,Single,4538,6039,0,1,12,3,4,0,4,3,3,3,2,0,2,single
59,0,rarely,1429,research & development,18,4,medical,1283,4,Male,67,3,3,manufacturing director,4,Single,10512,20002,6,0,12,3,4,0,25,6,2,9,7,5,4,single
34,0,frequently,135,research & development,19,3,medical,1285,3,Female,46,3,2,laboratory technician,2,Divorced,4444,22534,4,0,13,3,3,2,15,2,4,11,8,5,10,divorced
28,0,frequently,791,research & development,1,4,medical,1286,4,Male,44,3,1,laboratory technician,3,Single,2154,6842,0,1,11,3,3,0,5,2,2,4,2,0,2,single
34,0,frequently,648,human resources,11,3,life sciences,1289,3,Male,56,2,2,human resources,2,Married,4490,21833,4,0,11,3,4,2,14,5,4,10,9,1,8,married
35,0,rarely,735,research & development,6,1,life sciences,1291,3,Male,66,3,1,research scientist,3,Married,3506,6020,0,1,14,3,4,0,4,3,3,3,2,2,2,married
42,0,rarely,603,research & development,7,4,medical,1292,2,Female,78,4,2,research scientist,2,Married,2372,5628,6,1,16,3,4,0,18,2,3,1,0,0,0,married
43,0,rarely,531,sales,4,4,marketing,1293,4,Female,56,2,3,sales executive,4,Single,10231,20364,3,0,14,3,4,0,23,3,4,21,7,15,17,single
36,0,rarely,429,research & development,2,4,life sciences,1294,3,Female,53,3,2,manufacturing director,2,Single,5410,2323,9,1,11,3,4,0,18,2,3,16,14,5,12,single
44,0,rarely,621,research & development,15,3,medical,1295,1,Female,73,3,3,healthcare representative,4,Married,7978,14075,1,0,11,3,4,1,10,2,3,10,7,0,5,married
28,0,frequently,193,research & development,2,3,life sciences,1296,4,Male,52,2,1,laboratory technician,4,Married,3867,14222,1,1,12,3,2,1,2,2,3,2,2,2,2,married
51,0,frequently,968,research & development,6,2,medical,1297,2,Female,40,2,1,laboratory technician,3,Single,2838,4257,0,0,14,3,2,0,8,6,2,7,0,7,7,single
30,0,non,879,research & development,9,2,medical,1298,3,Female,72,3,2,manufacturing director,3,Single,4695,12858,7,1,18,3,3,0,10,3,3,8,4,1,7,single
29,0,rarely,806,research & development,7,3,technical degree,1299,2,Female,39,3,1,laboratory technician,3,Divorced,3339,17285,3,1,13,3,1,2,10,2,3,7,7,7,7,divorced
28,0,rarely,640,research & development,1,3,technical degree,1301,4,Male,84,3,1,research scientist,1,Single,2080,4732,2,0,11,3,2,0,5,2,2,3,2,1,2,single
25,0,rarely,266,research & development,1,3,medical,1303,4,Female,40,3,1,research scientist,2,Single,2096,18830,1,0,18,3,4,0,2,3,2,2,2,2,1,single
32,0,rarely,604,sales,8,3,medical,1304,3,Male,56,4,2,sales executive,4,Married,6209,11693,1,0,15,3,3,2,10,4,4,10,7,0,8,married
58,0,rarely,848,research & development,23,4,life sciences,1308,1,Male,88,3,1,research scientist,3,Divorced,2372,26076,1,0,12,3,4,2,2,3,3,2,2,2,2,divorced
32,0,rarely,1089,research & development,7,2,life sciences,1309,4,Male,79,3,2,laboratory technician,3,Married,4883,22845,1,0,18,3,1,1,10,3,3,10,4,1,1,married
39,0,rarely,360,research & development,23,3,medical,1310,3,Male,93,3,1,research scientist,1,Single,3904,22154,0,0,13,3,1,0,6,2,3,5,2,0,3,single
30,0,rarely,1138,research & development,6,3,technical degree,1311,1,Female,48,2,2,laboratory technician,4,Married,4627,23631,0,0,12,3,1,1,10,6,3,9,2,6,7,married
36,0,rarely,325,research & development,10,4,technical degree,1312,4,Female,63,3,3,healthcare representative,3,Married,7094,5747,3,0,12,3,1,0,10,0,3,7,7,1,7,married
46,0,rarely,991,human resources,1,2,life sciences,1314,4,Female,44,3,1,human resources,1,Single,3423,22957,6,0,12,3,3,0,10,3,4,7,6,5,7,single
28,0,non,1476,research & development,1,3,life sciences,1315,3,Female,55,1,2,laboratory technician,4,Married,6674,16392,0,0,11,3,1,3,10,6,3,9,8,7,5,married
40,0,rarely,299,sales,25,4,marketing,1318,4,Male,57,2,3,sales executive,2,Single,9094,17235,2,1,12,3,3,0,9,2,3,5,4,1,0,single
52,0,rarely,1030,sales,5,3,life sciences,1319,2,Male,64,3,3,sales executive,2,Single,8446,21534,9,1,19,3,3,0,10,2,2,8,7,7,7,single
